avgLen,stDev,mcc,apoFreq,label
6.003428347536487,3.731970141496364,e,NA,de
5.9697946716443235,3.7681991996358986,e,NA,de
6.42443919716647,4.023384143100139,e,NA,de
6.185247193224345,3.9116517362424164,e,4.924167815639157E-05,de
5.444444444444445,3.454335396964142,e,0.0008022462896109105,de
6.356874412777952,4.2474672030121585,e,NA,de
6.329952139438531,4.081767928390804,e,NA,de
6.297212032281731,4.08801725908557,e,0.000293470286133529,de
6.057606263982103,3.880994429261816,e,NA,de
5.562349453400037,3.4996034453061973,e,0.00018528812303131369,de
5.762221269296741,3.6209588401251303,e,0.001072041166380789,de
6.265115020297699,3.985667601756964,e,0.00010825439783491204,de
5.930861909175162,3.615926347908275,e,NA,de
6.511391745866423,4.3306306504688985,e,6.509569066527795E-05,de
6.129526462395543,3.9704609232295778,e,NA,de
5.911574120227296,3.839369774798339,e,9.969095803010666E-05,de
5.530260818806548,3.2575741866406216,e,5.306588129162355E-05,de
5.665165841212667,3.4401027044844574,e,NA,de
5.652930934416715,3.558152394330191,e,0.0002901915264074289,de
6.210277717034769,3.9534188286310674,e,0.0003061447627378089,de
5.4090189873417724,3.5112316602285656,e,NA,de
5.843381389252949,3.9244643975146984,e,0.000327653997378768,de
5.898977505112475,3.7006077787316585,e,0.000136332651670075,de
5.606737320211961,3.4104972252043453,e,NA,de
5.667505683663527,3.308848203694457,e,NA,de
5.48634172469202,3.332365646234439,e,NA,de
5.442739079102715,3.149553077370515,e,NA,de
6.442790426152948,4.035354807078304,e,NA,de
6.09820889514993,4.265208698803506,e,NA,de
6.303745809648739,4.06612843343159,e,0.0003400864791332653,de
6.368773946360153,4.225144777831834,e,NA,de
5.517448200654307,3.423087121347858,e,0.0010905125408942203,de
5.804718875502008,3.7552530571692357,e,NA,de
5.982704636946474,3.773084975293444,e,0.0005963918294319368,de
5.706970659689778,3.5268288547339224,e,NA,de
5.525714285714286,3.488379933124112,e,0.0024489795918367346,de
5.742955245086431,3.5587314759426163,e,NA,de
5.591866376180102,3.5508167873371836,e,NA,de
5.668757126567845,3.628607031793815,e,NA,de
5.895876288659794,4.020627676436909,e,NA,de
5.3853097345132745,3.3047614003001513,e,0.0005309734513274337,de
5.351806383725009,3.3435436036077384,e,NA,de
5.431047915855084,3.279924740525059,e,0.00019477989871445267,de
5.86764299530257,3.704533752288286,e,0.00027631942525559546,de
5.303550973654066,3.0968629495462436,e,0.001145475372279496,de
5.639884682877915,3.666164300546998,e,NA,de
5.763400477978832,3.406711014388295,e,NA,de
6.337161877080305,4.078062134525811,e,4.6880127513946835E-05,de
5.934484864346158,3.6950846693780424,e,8.723719794120213E-05,de
5.767137210615472,3.4160057200512086,e,NA,de
5.954393770856507,3.981761833927184,e,NA,de
5.755796446853357,3.410177962561964,e,0.0012044564890093346,de
5.588154269972452,3.3951549757756556,e,0.0008264462809917355,de
5.567860116569525,3.449977904875561,e,NA,de
5.369443025038324,3.2884565056456583,e,0.001021972406745018,de
5.784473953013279,3.5508165635115363,e,NA,de
5.763267154827508,3.6323825374792884,e,NA,de
5.262082853855006,3.1743652138611433,e,0.006616800920598389,de
6.2309170785282815,3.8674069550541845,e,NA,de
3.1391954095466295,4.320154896221103,e,3.1527839081909326E-05,de
5.791878172588833,3.4620858811684654,e,NA,de
6.150246305418719,3.674616030231798,e,0.00014927601134497685,de
5.636784741144414,3.5283528148154515,e,0.00027247956403269756,de
5.552830188679246,3.627988879639336,e,NA,de
5.24192439862543,3.2038253136418997,e,0.002061855670103093,de
6.20893867139847,4.079915338000609,e,0.00011090163025396473,de
6.4820329561246774,4.21069155408174,e,NA,de
6.281733457595527,4.018657787799352,e,9.319664492078285E-05,de
6.127295285359802,3.9305919063350276,e,NA,de
5.900334448160535,3.847437563869894,e,NA,de
5.465791940018744,3.3400668112296414,e,0.0009372071227741331,de
5.609120940409284,3.558558147417813,e,8.580376678536188E-05,de
5.661465845024256,3.486660127938778,e,0.0002622263012980202,de
5.931799506984388,3.917843570233682,e,NA,de
5.770594965675057,3.671976922606903,e,NA,de
6.326396188073716,4.052435089668598,e,NA,de
6.147046065758653,4.082430738183993,e,NA,de
5.676556420233463,3.8005932121612838,e,NA,de
6.220422535211267,3.876364616282279,e,NA,de
5.2747994301567065,2.9918769846812587,e,0.013121391617305241,en
5.151780058279488,2.8337115469654175,e,0.008995312302039782,en
5.268347630188026,3.134701247272698,e,0.01074430292002426,en
5.294665085951393,2.9994686336148937,e,0.008713692946058092,en
5.215989820803732,2.908621926532761,e,0.01548086099035097,en
4.987060104002903,2.6444395014963296,e,0.013544564034345145,en
5.170380298207405,3.228618552549844,e,0.012313620371921595,en
5.533014769765422,3.18199695762843,e,0.008579496090356213,en
5.224669909659486,2.940061906734577,e,0.009520500347463516,en
5.124711316397229,2.9970620148274234,e,0.0032818767472954907,en
4.911029411764706,2.7522697262793123,e,0.02077205882352941,en
4.903556288271314,2.7549470041674775,e,0.015308525671219972,en
5.527715538236727,3.1305475249668038,e,0.010618606916707258,en
5.30955223880597,3.0254144567863164,e,0.0030845771144278607,en
5.341050050483196,3.020868022784886,e,0.014279532669839896,en
5.319304882373803,2.9825230278840276,e,0.003546518501004847,en
4.938833958404365,2.741233854561193,e,0.01281963859529492,en
4.997115264016054,2.679757998172363,e,0.01893891885112254,en
5.008792225821379,2.782713387110124,e,0.019171018708269982,en
5.054000147743222,2.774043700545764,e,0.011154613282115682,en
5.381551151795594,3.013629243838394,e,0.013077155215773061,en
4.870103314679294,2.7571808703435723,e,0.010331467929401636,en
5.027344775101034,2.798811646326973,e,0.022411168844801342,en
4.918196734119853,2.664677109964553,e,0.02125166028595984,en
5.3541419848719585,2.986204256471443,e,0.007791852729426775,en
4.9180676978256,2.6897629764832467,e,0.019502353732347006,en
5.17257217847769,2.796954772796823,e,0.014904386951631047,en
5.427588660894319,3.127647361662635,e,0.00735381330802989,en
5.019171304885591,2.683005644520167,e,0.01756338899196042,en
4.8122060592803235,2.622740175669299,e,0.01771847314885705,en
5.406936626112221,3.05625053558738,e,0.008806972943526422,en
5.270173522630749,2.9504864927413075,e,0.008615459288921247,en
5.383288027419927,3.0533219159631155,e,0.009455147145727455,en
